,FINAL_ID,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,MACRO_GENSPECIES,FEEDINGHAB,TOLERANCE,NBI_P_TOLERANCE,NBI_N_TOLERANCE,TOLNAME,CLASSIFIER,PREVNAMES,COMMONNAME,REFERENCE
1016,TVETENIA_BAVARICA_GR.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,TVETENIA,TVETENIA_BAVARICA,TVETENIA BAVARICA GR.,C-G,4,9,10,FACULTATIVE,CHIRONOMIDAE,"EUKIEFFERIELLA SAANENSIS, EUKIEFFERIELLA COERULESCENS GR., TRICHOCLADIUS SP. 3, EUKIEFF BAVARICA GR",MIDGE,13
1018,TVETENIA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,TVETENIA,TVETENIA,TVETENIA SP.,C-G,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,13
1017,TVETENIA_VITRACIES,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,TVETENIA,TVETENIA_VITRACIES,TVETENIA VITRACIES,C-G,5,7,6,FACULTATIVE,CHIRONOMIDAE,"TVETENIA DISCOLORIPES GR.,EUKIEFFERIELLA DISCOLORIPES GR.,EUKIEFFERIELLA SP.,EUKIEFFERIELLA SP. 1",MIDGE,"13,70"
903,TYRELLIA_SP.,ARTHROPODA,ARACHNOIDEA,ARACHNOIDEA,TYRELLIDAE,TYRELLIDAE,TYRELLIA,TYRELLIA,TYRELLIA SP.,PRD,6,NA,NA,FACULTATIVE,OTHER,NA,MITE,108
152,ULOMORPHA_SP.,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,TIPULIDAE,ULOMORPHA,ULOMORPHA,ULOMORPHA SP.,PRD,4,NA,NA,INTOLERANT,INSECTS-OTHER,NA,CRANE FLY,25
541,UNDET._TUBIFICIDAE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,UNDET.,UNDET.,UNDET. TUBIFICIDAE,C-G,10,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
539,UNDET._TUBIFICIDAE_W/_CAP._SETAE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,UNDET.,UNDET.,UNDET. TUBIFICIDAE W/ CAP. SETAE,C-G,10,10,8,TOLERANT,OLIGOCHAETA,"UNDETERMINED TUBIFICIDAE, PELOSCOLEX SP.",WORM,"18,83"
540,UNDET._TUBIFICIDAE_W/O_CAP._SETAE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,UNDET.,UNDET.,UNDET. TUBIFICIDAE W/O CAP. SETAE,C-G,10,7,7,TOLERANT,OLIGOCHAETA,"UNDETERMINED TUBIFICIDAE, PELOSCOLEX SP.",WORM,"18,83"
910,UNDETERMINED_ACARIFORMES,ARTHROPODA,ARACHNOIDEA,ARACHNOIDEA,ARACHNOIDEA,ARACHNOIDEA,ACARIFORMES,UNDETERMINED_ACARIFORMES,UNDETERMINED ACARIFORMES,PRD,6,NA,NA,FACULTATIVE,OTHER,HYDRACARINA,MITE,108
1263,UNDETERMINED_AEOLOSOMATIDAE,ANNELIDA,APHANONEURA,AEOLOSOMATIDA,AEOLOSOMATIDAE,AEOLOSOMATIDAE,AEOLOSOMATIDAE,UNDETERMINED_AEOLOSOMATIDAE,UNDETERMINED AEOLOSOMATIDAE,C-F,8,NA,NA,TOLERANT,OTHER,NA,WORM,29
605,UNDETERMINED_AESHNIDAE,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,AESHNIDAE,AESHNIDAE,UNDETERMINED_AESHNIDAE,UNDETERMINED AESHNIDAE,PRD,5,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,DRAGONFLY,"83,122"
879,UNDETERMINED_AMELETIDAE,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,AMELETIDAE,AMELETIDAE,UNDETERMINED_AMELETIDAE,UNDETERMINED AMELETIDAE,C-G,0,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
308,UNDETERMINED_ANCYLIDAE,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,ANCYLIDAE,ANCYLIDAE,ANCYLIDAE,UNDETERMINED_ANCYLIDAE,UNDETERMINED ANCYLIDAE,SCR,6,NA,NA,FACULTATIVE,MOLLUSCA,NA,SNAIL,"60,83"
242,UNDETERMINED_ANTHOMYIIDAE,ARTHROPODA,INSECTA,DIPTERA,ANTHOMYIIDAE,ANTHOMYIIDAE,ANTHOMYIIDAE,UNDETERMINED_ANTHOMYIIDAE,UNDETERMINED ANTHOMYIIDAE,PRD,6,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,FLY,117
845,UNDETERMINED_ANTHURIDAE,ARTHROPODA,CRUSTACEA,ISOPODA,ANTHURIDAE,ANTHURIDAE,ANTHURIDAE,UNDETERMINED_ANTHURIDAE,UNDETERMINED ANTHURIDAE,C-G,5,NA,NA,FACULTATIVE,CRUSTACEA,NA,SOWBUG,48
1280,UNDETERMINED_APATANIIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,APATANIIDAE,APATANIIDAE,APATANIIDAE,UNDETERMINED_APATANIIDAE,UNDETERMINED APATANIIDAE,SCR,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
126,UNDETERMINED_ARCTIIDAE,ARTHROPODA,INSECTA,LEPIDOPTERA,ARCTIIDAE,ARCTIIDAE,ARCTIIDAE,UNDETERMINED_ARCTIIDAE,UNDETERMINED ARCTIIDAE,SHR,5,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,MOTH,66
857,UNDETERMINED_ASELLIDAE,ARTHROPODA,CRUSTACEA,ISOPODA,ASELLIDAE,ASELLIDAE,ASELLIDAE,UNDETERMINED_ASELLIDAE,UNDETERMINED ASELLIDAE,C-G,8,NA,NA,TOLERANT,CRUSTACEA,NA,SOWBUG,108
222,UNDETERMINED_ATHERICIDAE,ARTHROPODA,INSECTA,DIPTERA,ATHERICIDAE,ATHERICIDAE,ATHERICIDAE,UNDETERMINED_ATHERICIDAE,UNDETERMINED ATHERICIDAE,PRD,4,NA,NA,INTOLERANT,INSECTS-OTHER,NA,SNIPE FLY,117
1046,UNDETERMINED_BAETIDAE,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,BAETIDAE,UNDETERMINED_BAETIDAE,UNDETERMINED BAETIDAE,C-G,6,NA,NA,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,83
587,UNDETERMINED_BAETISCIDAE,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETISCIDAE,BAETISCIDAE,BAETISCIDAE,UNDETERMINED_BAETISCIDAE,UNDETERMINED BAETISCIDAE,C-G,4,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
38,UNDETERMINED_BITHYNIIDAE,MOLLUSCA,GASTROPODA,MESOGASTROPODA,BITHYNIIDAE,BITHYNIIDAE,BITHYNIIDAE,UNDETERMINED_BITHYNIIDAE,UNDETERMINED BITHYNIIDAE,SCR,8,NA,NA,TOLERANT,MOLLUSCA,NA,SNAIL,"60,83"
160,UNDETERMINED_BLEPHARICERIDAE,ARTHROPODA,INSECTA,DIPTERA,BLEPHARICERIDAE,BLEPHARICERIDAE,BLEPHARICERIDAE,UNDETERMINED_BLEPHARICERIDAE,UNDETERMINED BLEPHARICERIDAE,SCR,0,NA,NA,INTOLERANT,INSECTS-OTHER,NA,MIDGE,"83,117"
1276,UNDETERMINED_BRACHYCENTRIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRIDAE,BRACHYCENTRIDAE,UNDETERMINED_BRACHYCENTRIDAE,UNDETERMINED BRACHYCENTRIDAE,SHR,2,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,"125,42"
1265,UNDETERMINED_BRANCHIOBDELLIDAE,ANNELIDA,BRANCHIOBDELLA,BRANCHIOBDELLIDA,BRANCHIOBDELLIDAE,BRANCHIOBDELLIDAE,BRANCHIOBDELLIDAE,UNDETERMINED_BRANCHIOBDELLIDAE,UNDETERMINED BRANCHIOBDELLIDAE,C-G,6,NA,NA,FACULTATIVE,OTHER,NA,WORM,108
585,UNDETERMINED_CAENIDAE,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIDAE,CAENIDAE,UNDETERMINED_CAENIDAE,UNDETERMINED CAENIDAE,C-G,6,NA,NA,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,83
805,UNDETERMINED_CALAMOCERATIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,CALAMOCERATIDAE,CALAMOCERATIDAE,CALAMOCERATIDAE,UNDETERMINED_CALAMOCERATIDAE,UNDETERMINED CALAMOCERATIDAE,SHR,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,"83,125"
626,UNDETERMINED_CALOPTERYGIDAE,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,CALOPTERYGIDAE,CALOPTERYGIDAE,UNDETERMINED_CALOPTERYGIDAE,UNDETERMINED CALOPTERYGIDAE,PRD,6,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,DAMSELFLY,"83,122"
895,UNDETERMINED_CAMBARIDAE,ARTHROPODA,CRUSTACEA,DECAPODA,CAMBARIDAE,CAMBARIDAE,CAMBARIDAE,UNDETERMINED_CAMBARIDAE,UNDETERMINED CAMBARIDAE,C-G,6,6,5,FACULTATIVE,CRUSTACEA,NA,CRAYFISH,"83,108,5"
678,UNDETERMINED_CAPNIIDAE,ARTHROPODA,INSECTA,PLECOPTERA,CAPNIIDAE,CAPNIIDAE,CAPNIIDAE,UNDETERMINED_CAPNIIDAE,UNDETERMINED CAPNIIDAE,SHR,3,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,114
599,UNDETERMINED_CARABIDAE,ARTHROPODA,INSECTA,COLEOPTERA,CARABIDAE,CARABIDAE,CARABIDAE,UNDETERMINED_CARABIDAE,UNDETERMINED CARABIDAE,PRD,4,NA,NA,INTOLERANT,COLEOPTERA,NA,BEETLE,NA
177,UNDETERMINED_CERATOPOGONIDAE,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,CERATOPOGONIDAE,CERATOPOGONIDAE,UNDETERMINED_CERATOPOGONIDAE,UNDETERMINED CERATOPOGONIDAE,PRD,6,8,9,FACULTATIVE,INSECTS-OTHER,NA,PUNKIE,83
164,UNDETERMINED_CHAOBORIDAE,ARTHROPODA,INSECTA,DIPTERA,CHAOBORIDAE,CHAOBORIDAE,CHAOBORIDAE,UNDETERMINED_CHAOBORIDAE,UNDETERMINED CHAOBORIDAE,PRD,8,NA,NA,TOLERANT,INSECTS-OTHER,NA,MIDGE,83
400,UNDETERMINED_CHIRONOMIDAE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMIDAE,CHIRONOMIDAE,UNDETERMINED_CHIRONOMIDAE,UNDETERMINED CHIRONOMIDAE,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,124
399,UNDETERMINED_CHIRONOMINAE,ARTHROPODA,INSECTA,DIPTERA,CHRIONOMIDAE,CHIRONOMINAE,CHIRONOMINAE,CHIRONOMINAE,UNDETERMINED CHIRONOMINAE,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,124
1308,UNDETERMINED_CHIRONOMINI,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,UNDETERMINED_CHIRONOMINI,UNDETERMINED CHIRONOMINI,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,124
447,UNDETERMINED_CHLOROPERLIDAE,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,CHLOROPERLIDAE,CHLOROPERLIDAE,UNDETERMINED_CHLOROPERLIDAE,UNDETERMINED CHLOROPERLIDAE,PRD,0,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,"83,114"
669,UNDETERMINED_COENAGRIONIDAE,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,COENAGRIONIDAE,COENAGRIONIDAE,COENAGRIONIDAE,UNDETERMINED COENAGRIONIDAE,PRD,8,NA,NA,TOLERANT,INSECTS-OTHER,NA,DAMSELFLY,"83,122"
776,UNDETERMINED_COLEOPTERA,ARTHROPODA,INSECTA,COLEOPTERA,COLEOPTERA,COLEOPTERA,COLEOPTERA,UNDETERMINED_COLEOPTERA,UNDETERMINED COLEOPTERA,NA,5,NA,NA,NA,COLEOPTERA,NA,BEETLE,"83,123"
876,UNDETERMINED_COLLEMBOLA,ARTHROPODA,INSECTA,COLLEMBOLA,COLLEMBOLA,COLLEMBOLA,COLLEMBOLA,UNDETERMINED_COLLEMBOLA,UNDETERMINED COLLEMBOLA,C-G,5,NA,NA,FACULTATIVE,OTHER,NA,SPRINGTAIL,83
781,UNDETERMINED_CORBICULIDAE,MOLLUSCA,PELECYPODA,VENEROIDEA,CORBICULIDAE,CORBICULIDAE,CORBICULIDAE,UNDETERMINED_CORBICULIDAE,UNDETERMINED CORBICULIDAE,C-F,6,NA,NA,FACULTATIVE,MOLLUSCA,NA,CLAM,83
608,UNDETERMINED_CORDULEGASTRIDAE,ARTHROPODA,INSECTA,ODONATA,CORDULEGASTRIDAE,CORDULEGASTRIDAE,CORDULEGASTRIDAE,UNDETERMINED_CORDULEGASTRIDAE,UNDETERMINED CORDULEGASTRIDAE,PRD,3,NA,NA,INTOLERANT,INSECTS-OTHER,NA,DRAGONFLY,"83,122"
616,UNDETERMINED_CORDULIIDAE,ARTHROPODA,INSECTA,ODONATA,CORDULIIDAE,CORDULIIDAE,CORDULIIDAE,UNDETERMINED_CORDULIIDAE,UNDETERMINED CORDULIIDAE,PRD,2,NA,NA,INTOLERANT,INSECTS-OTHER,NA,DRAGONFLY,"83,122"
673,UNDETERMINED_CORIXIDAE,ARTHROPODA,INSECTA,HEMIPTERA,CORIXIDAE,CORIXIDAE,CORIXIDAE,UNDETERMINED_CORIXIDAE,UNDETERMINED CORIXIDAE,PRD,5,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,BOATMAN,83
797,UNDETERMINED_CORYDALIDAE,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,CORYDALIDAE,CORYDALIDAE,UNDETERMINED_CORYDALIDAE,UNDETERMINED CORYDALIDAE,PRD,4,NA,NA,INTOLERANT,INSECTS-OTHER,NA,DOBSONFLY,"83,76"
859,UNDETERMINED_CRANGONYCTIDAE,ARTHROPODA,CRUSTACEA,AMPHIPODA,CRANGONYCTIDAE,CRANGONYCTIDAE,CRANGONYCTIDAE,UNDETERMINED_CRANGONYCTIDAE,UNDETERMINED CRANGONYCTIDAE,C-G,6,NA,NA,FACULTATIVE,CRUSTACEA,NA,SCUD,108
897,UNDETERMINED_CRUSTACEAN,ARTHROPODA,CRUSTACEA,CRUSTACEA,CRUSTACEA,CRUSTACEA,CRUSTACEAN,UNDETERMINED_CRUSTACEAN,UNDETERMINED CRUSTACEAN,C-G,6,NA,NA,FACULTATIVE,CRUSTACEA,NA,CRUSTACEAN,NA
166,UNDETERMINED_CULICIDAE,ARTHROPODA,INSECTA,DIPTERA,CULICIDAE,CULICIDAE,CULICIDAE,UNDETERMINED_CULICIDAE,UNDETERMINED CULICIDAE,C-F,8,NA,NA,TOLERANT,INSECTS-OTHER,NA,MOSQUITO,83
774,UNDETERMINED_CURCULIONIDAE,ARTHROPODA,INSECTA,COLEOPTERA,CURCULIONIDAE,CURCULIONIDAE,CURCULIONIDAE,UNDETERMINED_CURCULIONIDAE,UNDETERMINED CURCULIONIDAE,SHR,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,83
347,UNDETERMINED_DIAMESINAE,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESINAE,DIAMESINAE,DIAMESINAE,UNDETERMINED DIAMESINAE,C-G,2,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,124
829,UNDETERMINED_DIPSEUDOPSIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,DIPSEUDOPSIDAE,DIPSEUDOPSIDAE,DIPSEUDOPSIDAE,UNDETERMINED_DIPSEUDOPSIDAE,UNDETERMINED DIPSEUDOPSIDAE,C-F,5,NA,NA,FACULTATIVE,TRICHOPTERA,NA,CADDISFLY,125
245,UNDETERMINED_DIPTERA,ARTHROPODA,INSECTA,DIPTERA,DIPTERA,DIPTERA,DIPTERA,UNDETERMINED_DIPTERA,UNDETERMINED DIPTERA,NA,6,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,FLY,NA
162,UNDETERMINED_DIXIDAE,ARTHROPODA,INSECTA,DIPTERA,DIXIDAE,DIXIDAE,DIXIDAE,UNDETERMINED_DIXIDAE,UNDETERMINED DIXIDAE,C-F,1,NA,NA,INTOLERANT,INSECTS-OTHER,NA,MIDGE,"83,127"
234,UNDETERMINED_DOLICHOPODIDAE,ARTHROPODA,INSECTA,DIPTERA,DOLICHOPODIDAE,DOLICHOPODIDAE,DOLICHOPODIDAE,UNDETERMINED_DOLICHOPODIDAE,UNDETERMINED DOLICHOPODIDAE,PRD,4,NA,NA,INTOLERANT,INSECTS-OTHER,NA,LONGLEG FLY,"83,117"
784,UNDETERMINED_DREISSENIIDAE,MOLLUSCA,PELECYPODA,VENEROIDEA,DREISSENIIDAE,DREISSENIIDAE,DREISSENIIDAE,UNDETERMINED_DREISSENIIDAE,UNDETERMINED DREISSENIIDAE,C-F,8,NA,NA,TOLERANT,MOLLUSCA,NA,MUSSEL,82
737,UNDETERMINED_DRYOPIDAE,ARTHROPODA,INSECTA,COLEOPTERA,DRYOPIDAE,DRYOPIDAE,DRYOPIDAE,UNDETERMINED_DRYOPIDAE,UNDETERMINED DRYOPIDAE,SCR,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,83
706,UNDETERMINED_DYTISCIDAE,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,DYTISCIDAE,DYTISCIDAE,UNDETERMINED_DYTISCIDAE,UNDETERMINED DYTISCIDAE,PRD,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
773,UNDETERMINED_ELMIDAE,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,ELMIDAE,UNDETERMINED_ELMIDAE,UNDETERMINED ELMIDAE,SCR,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,19"
233,UNDETERMINED_EMPIDIDAE,ARTHROPODA,INSECTA,DIPTERA,EMPIDIDAE,EMPIDIDAE,EMPIDIDAE,UNDETERMINED_EMPIDIDAE,UNDETERMINED EMPIDIDAE,PRD,6,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,DANCE FLY,83
564,UNDETERMINED_ENCHYTRAEIDAE,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,ENCHYTRAEIDAE,ENCHYTRAEIDAE,ENCHYTRAEIDAE,UNDETERMINED_ENCHYTRAEIDAE,UNDETERMINED ENCHYTRAEIDAE,C-G,10,7,8,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
562,UNDETERMINED_ENCHYTRAEIDAE_SP._1,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,ENCHYTRAEIDAE,ENCHYTRAEIDAE,UNDETERMINED,UNDETERMINED,UNDETERMINED ENCHYTRAEIDAE SP. 1,C-G,10,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
563,UNDETERMINED_ENCHYTRAEIDAE_SP._2,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,ENCHYTRAEIDAE,ENCHYTRAEIDAE,UNDETERMINED,UNDETERMINED,UNDETERMINED ENCHYTRAEIDAE SP. 2,C-G,10,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
573,UNDETERMINED_EPHEMERELLIDAE,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,EPHEMERELLIDAE,EPHEMERELLIDAE,UNDETERMINED_EPHEMERELLIDAE,UNDETERMINED EPHEMERELLIDAE,C-G,2,3,6,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
17,UNDETERMINED_EPHEMERIDAE,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERIDAE,EPHEMERIDAE,EPHEMERIDAE,UNDETERMINED_EPHEMERIDAE,UNDETERMINED EPHEMERIDAE,C-G,2,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
1338,UNDETERMINED_EPHEMEROPTERA,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMEROPTERA,EPHEMEROPTERA,EPHEMEROPTERA,UNDETERMINED_EPHEMEROPTERA,UNDETERMINED EPHEMEROPTERA,NA,4,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,NA
240,UNDETERMINED_EPHYDRIDAE,ARTHROPODA,INSECTA,DIPTERA,EPHYDRIDAE,EPHYDRIDAE,EPHYDRIDAE,UNDETERMINED_EPHYDRIDAE,UNDETERMINED EPHYDRIDAE,SHR,7,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,FLY,117
1149,UNDETERMINED_ERPOBDELLIDAE,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLIDA,ERPOBDELLIDAE,ERPOBDELLIDAE,ERPOBDELLIDAE,UNDETERMINED_ERPOBDELLIDAE,UNDETERMINED ERPOBDELLIDAE,PRD,8,NA,NA,PRD,OTHER,NA,LEECH,"83, 63"
864,UNDETERMINED_GAMMARIDAE,ARTHROPODA,CRUSTACEA,AMPHIPODA,GAMMARIDAE,GAMMARIDAE,GAMMARIDAE,UNDETERMINED_GAMMARIDAE,UNDETERMINED GAMMARIDAE,C-G,6,NA,NA,FACULTATIVE,CRUSTACEA,NA,SCUD,"17,57"
651,UNDETERMINED_GASTROPODA,MOLLUSCA,GASTROPODA,GASTROPODA,GASTROPODA,GASTROPODA,GASTROPODA,UNDETERMINED_GASTROPODA,UNDETERMINED GASTROPODA,SCR,7,NA,NA,FACULTATIVE,MOLLUSCA,NA,SNAIL,"60,83"
1159,UNDETERMINED_GLOSSIPHONIIDAE,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,UNDETERMINED_GLOSSIPHONIIDAE,UNDETERMINED GLOSSIPHONIIDAE,PRD,8,NA,NA,TOLERANT,OTHER,NA,LEECH,"83,63"
1208,UNDETERMINED_GLOSSOSOMATIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,GLOSSOSOMATIDAE,GLOSSOSOMATIDAE,GLOSSOSOMATIDAE,UNDETERMINED_GLOSSOSOMATIDAE,UNDETERMINED GLOSSOSOMATIDAE,SCR,1,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
1278,UNDETERMINED_GOERIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,GOERIDAE,GOERIDAE,GOERIDAE,UNDETERMINED_GOERIDAE,UNDETERMINED GOERIDAE,SCR,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
1301,UNDETERMINED_GOMPHIDAE,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,GOMPHIDAE,GOMPHIDAE,UNDETERMINED_GOMPHIDAE,UNDETERMINED GOMPHIDAE,PRD,4,2,0,INTOLERANT,INSECTS-OTHER,NA,DRAGONFLY,"83,122"
709,UNDETERMINED_GYRINIDAE,ARTHROPODA,INSECTA,COLEOPTERA,GYRINIDAE,GYRINIDAE,GYRINIDAE,UNDETERMINED_GYRINIDAE,UNDETERMINED GYRINIDAE,PRD,4,NA,NA,INTOLERANT,COLEOPTERA,NA,BEETLE,"83,123"
475,UNDETERMINED_HALIPLIDAE,ARTHROPODA,INSECTA,COLEOPTERA,HALIPLIDAE,HALIPLIDAE,HALIPLIDAE,UNDETERMINED_HALIPLIDAE,UNDETERMINED HALIPLIDAE,SHR,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
1242,UNDETERMINED_HAPLOTAXIDAE,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,HAPLOTAXIDAE,HAPLOTAXIDAE,HAPLOTAXIDAE,UNDETERMINED_HAPLOTAXIDAE,UNDETERMINED HAPLOTAXIDAE,PRD,5,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,18
107,UNDETERMINED_HELICOPSYCHIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,HELICOPSYCHIDAE,HELICOPSYCHIDAE,HELICOPSYCHIDAE,UNDETERMINED_HELICOPSYCHIDAE,UNDETERMINED HELICOPSYCHIDAE,SCR,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,"125,83"
674,UNDETERMINED_HEMIPTERA,ARTHROPODA,INSECTA,HEMIPTERA,HEMIPTERA,HEMIPTERA,HEMIPTERA,UNDETERMINED_HEMIPTERA,UNDETERMINED HEMIPTERA,PRD,5,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,BOATMAN,83
483,UNDETERMINED_HEPTAGENIIDAE,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,HEPTAGENIIDAE,HEPTAGENIIDAE,UNDETERMINED_HEPTAGENIIDAE,UNDETERMINED HEPTAGENIIDAE,SCR,3,5,2,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
1160,UNDETERMINED_HIRUDINEA,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,RHYNCHOBDELLIDA,RHYNCHOBDELLIDA,HIRUDINEA,UNDETERMINED_HIRUDINEA,UNDETERMINED HIRUDINEA,PRD,8,9,10,TOLERANT,OTHER,NA,LEECH,"83,63"
600,UNDETERMINED_HYDRAENIDAE,ARTHROPODA,INSECTA,COLEOPTERA,HYDRAENIDAE,HYDRAENIDAE,HYDRAENIDAE,UNDETERMINED_HYDRAENIDAE,UNDETERMINED HYDRAENIDAE,PRD,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,NA
1231,UNDETERMINED_HYDRIDAE,COELENTERATA,HYDROZOA,HYDROIDA,HYDRIDAE,HYDRIDAE,HYDRIDAE,UNDETERMINED_HYDRIDAE,UNDETERMINED HYDRIDAE,PRD,5,NA,NA,FACULTATIVE,OTHER,NA,HYDRAS,108
49,UNDETERMINED_HYDROBIIDAE,MOLLUSCA,GASTROPODA,MESOGASTROPODA,HYDROBIIDAE,HYDROBIIDAE,HYDROBIIDAE,UNDETERMINED_HYDROBIIDAE,UNDETERMINED HYDROBIIDAE,SCR,8,6,7,TOLERANT,MOLLUSCA,NA,SNAIL,"60,83"
727,UNDETERMINED_HYDROPHILIDAE,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HYDROPHILIDAE,HYDROPHILIDAE,UNDETERMINED_HYDROPHILIDAE,UNDETERMINED HYDROPHILIDAE,PRD,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
1187,UNDETERMINED_HYDROPSYCHIDAE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,HYDROPSYCHIDAE,UNDETERMINED_HYDROPSYCHIDAE,UNDETERMINED HYDROPSYCHIDAE,C-F,5,NA,NA,FACULTATIVE,TRICHOPTERA,NA,CADDISFLY,125
